1.300781250000000000e+00,2.217788457870483398e+00
3.902343750000000000e+00,2.217767238616943359e+00
6.503906250000000000e+00,2.217738628387451172e+00
9.105468750000000000e+00,2.217700719833374023e+00
1.170703125000000000e+01,2.217650651931762695e+00
1.430859375000000000e+01,2.217585086822509766e+00
1.691015625000000000e+01,2.217499494552612305e+00
1.951171875000000000e+01,2.217388629913330078e+00
2.211328125000000000e+01,2.217245340347290039e+00
2.471484375000000000e+01,2.217061758041381836e+00
2.731640625000000000e+01,2.216827630996704102e+00
2.991796875000000000e+01,2.216530561447143555e+00
3.251953125000000000e+01,2.216156005859375000e+00
3.512109375000000000e+01,2.215685606002807617e+00
3.772265625000000000e+01,2.215098381042480469e+00
4.032421875000000000e+01,2.214369058609008789e+00
4.292578125000000000e+01,2.213467836380004883e+00
4.552734375000000000e+01,2.212360143661499023e+00
4.812890625000000000e+01,2.211005210876464844e+00
5.073046875000000000e+01,2.209356307983398438e+00
5.333203125000000000e+01,2.207359313964843750e+00
5.593359375000000000e+01,2.204952716827392578e+00
5.853515625000000000e+01,2.202066659927368164e+00
6.113671875000000000e+01,2.198621988296508789e+00
6.373828125000000000e+01,2.194530248641967773e+00
6.633984375000000000e+01,2.189692974090576172e+00
6.894140625000000000e+01,2.184000492095947266e+00
7.154296875000000000e+01,2.177333116531372070e+00
7.414453125000000000e+01,2.169559240341186523e+00
7.674609375000000000e+01,2.160537004470825195e+00
7.934765625000000000e+01,2.150113105773925781e+00
8.194921875000000000e+01,2.138123512268066406e+00
8.455078125000000000e+01,2.124394655227661133e+00
8.715234375000000000e+01,2.108743429183959961e+00
8.975390625000000000e+01,2.090979099273681641e+00
9.235546875000000000e+01,2.070904254913330078e+00
9.495703125000000000e+01,2.048316240310668945e+00
9.755859375000000000e+01,2.023010015487670898e+00
1.001601562500000000e+02,1.994779229164123535e+00
1.027617187500000000e+02,1.963420033454895020e+00
1.053632812500000000e+02,1.928732872009277344e+00
1.079648437500000000e+02,1.890526056289672852e+00
1.105664062500000000e+02,1.848618149757385254e+00
1.131679687500000000e+02,1.802842497825622559e+00
1.157695312500000000e+02,1.753049135208129883e+00
1.183710937500000000e+02,1.699109315872192383e+00
1.209726562500000000e+02,1.640918135643005371e+00
1.235742187500000000e+02,1.578398227691650391e+00
1.261757812500000000e+02,1.511501908302307129e+00
1.287773437500000000e+02,1.440215110778808594e+00
1.313789062500000000e+02,1.364558339118957520e+00
1.339804687500000000e+02,1.284589767456054688e+00
1.365820312500000000e+02,1.200406074523925781e+00
1.391835937500000000e+02,1.112143278121948242e+00
1.417851562500000000e+02,1.019977450370788574e+00
1.443867187500000000e+02,9.241240024566650391e-01
1.469882812500000000e+02,8.248369693756103516e-01
1.495898437500000000e+02,7.224072217941284180e-01
1.521914062500000000e+02,6.171600818634033203e-01
1.547929687500000000e+02,5.094525814056396484e-01
1.573945312500000000e+02,3.996699750423431396e-01
1.599960937500000000e+02,2.882214486598968506e-01
1.625976562500000000e+02,1.755357384681701660e-01
1.651992187500000000e+02,6.205629184842109680e-02
1.678007812500000000e+02,-5.176401138305664062e-02
1.704023437500000000e+02,-1.654682457447052002e-01
1.730039062500000000e+02,-2.786008417606353760e-01
1.756054687500000000e+02,-3.907130360603332520e-01
1.782070312500000000e+02,-5.013682842254638672e-01
1.808085937500000000e+02,-6.101471185684204102e-01
1.834101562500000000e+02,-7.166519165039062500e-01
1.860117187500000000e+02,-8.205114006996154785e-01
1.886132812500000000e+02,-9.213842153549194336e-01
1.912148437500000000e+02,-1.018962144851684570e+00
1.938164062500000000e+02,-1.112972736358642578e+00
1.964179687500000000e+02,-1.203181505203247070e+00
1.990195312500000000e+02,-1.289392828941345215e+00
2.016210937500000000e+02,-1.371451020240783691e+00
2.042226562500000000e+02,-1.449240207672119141e+00
2.068242187500000000e+02,-1.522683262825012207e+00
2.094257812500000000e+02,-1.591741323471069336e+00
2.120273437500000000e+02,-1.656411886215209961e+00
2.146289062500000000e+02,-1.716726183891296387e+00
2.172304687500000000e+02,-1.772747516632080078e+00
2.198320312500000000e+02,-1.824567556381225586e+00
2.224335937500000000e+02,-1.872303724288940430e+00
2.250351562500000000e+02,-1.916095852851867676e+00
2.276367187500000000e+02,-1.956102848052978516e+00
2.302382812500000000e+02,-1.992499470710754395e+00
2.328398437500000000e+02,-2.025472402572631836e+00
2.354414062500000000e+02,-2.055217981338500977e+00
2.380429687500000000e+02,-2.081938505172729492e+00
2.406445312500000000e+02,-2.105839014053344727e+00
2.432460937500000000e+02,-2.127125501632690430e+00
2.458476562500000000e+02,-2.146002292633056641e+00
2.484492187500000000e+02,-2.162669420242309570e+00
2.510507812500000000e+02,-2.177321434020996094e+00
2.536523437500000000e+02,-2.190144777297973633e+00
2.562539062500000000e+02,-2.201318502426147461e+00
2.588554687500000000e+02,-2.211010932922363281e+00
2.614570312500000000e+02,-2.219380855560302734e+00
2.640585937500000000e+02,-2.226575851440429688e+00
2.666601562500000000e+02,-2.232732534408569336e+00
2.692617187500000000e+02,-2.237976551055908203e+00
2.718632812500000000e+02,-2.242422580718994141e+00
2.744648437500000000e+02,-2.246174097061157227e+00
2.770664062500000000e+02,-2.249324560165405273e+00
2.796679687500000000e+02,-2.251957893371582031e+00
2.822695312500000000e+02,-2.254148483276367188e+00
2.848710937500000000e+02,-2.255961418151855469e+00
2.874726562500000000e+02,-2.257454872131347656e+00
2.900742187500000000e+02,-2.258678913116455078e+00
2.926757812500000000e+02,-2.259676933288574219e+00
2.952773437500000000e+02,-2.260486841201782227e+00
2.978789062500000000e+02,-2.261140584945678711e+00
3.004804687500000000e+02,-2.261665582656860352e+00
3.030820312500000000e+02,-2.262084960937500000e+00
3.056835937500000000e+02,-2.262418270111083984e+00
3.082851562500000000e+02,-2.262681722640991211e+00
3.108867187500000000e+02,-2.262888669967651367e+00
3.134882812500000000e+02,-2.263050794601440430e+00
3.160898437500000000e+02,-2.263176679611206055e+00
3.186914062500000000e+02,-2.263273954391479492e+00
3.212929687500000000e+02,-2.263348817825317383e+00
3.238945312500000000e+02,-2.263406038284301758e+00
3.264960937500000000e+02,-2.263449430465698242e+00
3.290976562500000000e+02,-2.263482332229614258e+00
3.316992187500000000e+02,-2.263506889343261719e+00
3.343007812500000000e+02,-2.263525247573852539e+00
3.369023437500000000e+02,-2.263489246368408203e+00
3.395039062500000000e+02,-2.263458490371704102e+00
3.421054687500000000e+02,-2.263407468795776367e+00
3.447070312500000000e+02,-2.263333320617675781e+00
3.473085937500000000e+02,-2.263293743133544922e+00
3.499101562500000000e+02,-2.263169527053833008e+00
3.525117187500000000e+02,-2.263078451156616211e+00
3.551132812500000000e+02,-2.262879610061645508e+00
3.577148437500000000e+02,-2.262706518173217773e+00
3.603164062500000000e+02,-2.262396335601806641e+00
3.629179687500000000e+02,-2.262096405029296875e+00
